DEP,ARR,Dep Date,Best time before departure 
LGW,MAD,2018-07-11 09:50:00,Air Europa,"176 days, 16:10:15"
LGW,MAD,2018-07-11 10:10:00,Air Europa,"119 days, 13:29:39"
LGW,MAD,2018-07-11 17:20:00,Air Europa,"176 days, 23:40:15"
LGW,MAD,2018-07-12 09:50:00,Air Europa,"178 days, 0:31:55"
LGW,MAD,2018-07-12 10:05:00,Air Europa,"119 days, 22:08:05"
LGW,MAD,2018-07-12 17:20:00,Air Europa,"178 days, 8:01:55"
LGW,MAD,2018-07-13 09:50:00,Air Europa,"179 days, 10:40:57"
LGW,MAD,2018-07-13 10:05:00,Air Europa,"121 days, 20:57:34"
LGW,MAD,2018-07-13 17:20:00,Air Europa,"179 days, 18:10:57"
LGW,MAD,2018-07-14 09:50:00,Air Europa,"179 days, 21:20:46"
LGW,MAD,2018-07-14 10:05:00,Air Europa,"123 days, 0:14:35"
LGW,MAD,2018-07-14 17:20:00,Air Europa,"180 days, 4:50:46"
LGW,MAD,2018-07-15 09:50:00,Air Europa,"179 days, 15:53:32"
LGW,MAD,2018-07-15 10:05:00,Air Europa,"123 days, 10:20:04"
LGW,MAD,2018-07-15 17:20:00,Air Europa,"179 days, 23:23:32"
LGW,MAD,2018-07-16 09:50:00,Air Europa,"179 days, 19:53:26"
LGW,MAD,2018-07-16 10:10:00,Air Europa,"124 days, 11:50:33"
LGW,MAD,2018-07-16 17:20:00,Air Europa,"180 days, 3:23:26"
LGW,MAD,2018-07-17 09:50:00,Air Europa,"179 days, 18:54:46"
LGW,MAD,2018-07-17 10:10:00,Air Europa,"125 days, 13:05:11"
LGW,MAD,2018-07-17 17:20:00,Air Europa,"180 days, 2:24:46"
LGW,MAD,2018-07-18 09:50:00,Air Europa,"179 days, 22:46:54"
LGW,MAD,2018-07-18 10:10:00,Air Europa,"127 days, 0:25:59"
LGW,MAD,2018-07-18 17:20:00,Air Europa,"180 days, 6:16:54"
LGW,MAD,2018-07-19 09:50:00,Air Europa,"179 days, 20:10:58"
LGW,MAD,2018-07-19 10:05:00,Air Europa,"127 days, 21:24:13"
LGW,MAD,2018-07-19 17:20:00,Air Europa,"180 days, 3:40:58"
LGW,MAD,2018-07-20 09:50:00,Air Europa,"179 days, 18:47:45"
LGW,MAD,2018-07-20 10:05:00,Air Europa,"129 days, 0:09:53"
LGW,MAD,2018-07-20 17:20:00,Air Europa,"180 days, 2:17:45"
LGW,MAD,2018-07-21 09:50:00,Air Europa,"179 days, 19:03:05"
LGW,MAD,2018-07-21 10:05:00,Air Europa,"129 days, 10:50:38"
LGW,MAD,2018-07-21 17:20:00,Air Europa,"180 days, 2:33:05"
LGW,MAD,2018-07-22 09:50:00,Air Europa,"179 days, 17:22:31"
LGW,MAD,2018-07-22 10:05:00,Air Europa,"130 days, 16:47:36"
LGW,MAD,2018-07-22 17:20:00,Air Europa,"180 days, 0:52:31"
LGW,MAD,2018-07-23 09:50:00,Air Europa,"179 days, 23:13:24"
LGW,MAD,2018-07-23 10:10:00,Air Europa,"130 days, 22:58:04"
LGW,MAD,2018-07-23 17:20:00,Air Europa,"180 days, 6:43:24"
LGW,MAD,2018-07-24 09:50:00,Air Europa,"179 days, 21:51:33"
LGW,MAD,2018-07-24 10:10:00,Air Europa,"133 days, 0:32:31"
LGW,MAD,2018-07-24 17:20:00,Air Europa,"180 days, 5:21:33"
LGW,MAD,2018-07-25 09:50:00,Air Europa,"179 days, 14:35:17"
LGW,MAD,2018-07-25 10:10:00,Air Europa,"132 days, 22:24:55"
LGW,MAD,2018-07-25 17:20:00,Air Europa,"179 days, 22:05:17"
LGW,MAD,2018-07-26 09:50:00,Air Europa,"179 days, 17:36:10"
LGW,MAD,2018-07-26 10:05:00,Air Europa,"134 days, 9:36:40"
LGW,MAD,2018-07-26 17:20:00,Air Europa,"180 days, 1:06:10"
LGW,MAD,2018-07-27 09:50:00,Air Europa,"179 days, 17:37:10"
LGW,MAD,2018-07-27 10:05:00,Air Europa,"135 days, 12:40:55"
LGW,MAD,2018-07-27 17:20:00,Air Europa,"180 days, 1:07:10"
LGW,MAD,2018-07-28 09:50:00,Air Europa,"179 days, 18:51:01"
LGW,MAD,2018-07-28 10:05:00,Air Europa,"137 days, 0:46:55"
LGW,MAD,2018-07-28 17:20:00,Air Europa,"180 days, 2:21:01"
LGW,MAD,2018-07-29 09:50:00,Air Europa,"179 days, 16:05:51"
LGW,MAD,2018-07-29 10:05:00,Air Europa,"137 days, 0:06:34"
LGW,MAD,2018-07-29 17:20:00,Air Europa,"179 days, 23:35:51"
LGW,MAD,2018-07-30 09:50:00,Air Europa,"179 days, 14:26:20"
LGW,MAD,2018-07-30 10:10:00,Air Europa,"138 days, 11:58:07"
LGW,MAD,2018-07-30 17:20:00,Air Europa,"179 days, 21:56:20"
LGW,MAD,2018-07-31 09:50:00,Air Europa,"179 days, 15:52:26"
LGW,MAD,2018-07-31 10:10:00,Air Europa,"139 days, 10:58:02"
LGW,MAD,2018-07-31 17:20:00,Air Europa,"179 days, 23:22:26"
LGW,MAD,2018-08-01 09:50:00,Air Europa,"179 days, 15:00:21"
LGW,MAD,2018-08-01 10:10:00,Air Europa,"139 days, 17:41:09"
LGW,MAD,2018-08-01 17:20:00,Air Europa,"179 days, 22:30:21"
LGW,MAD,2018-08-02 09:50:00,Air Europa,"179 days, 22:50:15"
LGW,MAD,2018-08-02 10:05:00,Air Europa,"140 days, 22:42:25"
LGW,MAD,2018-08-02 17:20:00,Air Europa,"180 days, 6:20:15"
LGW,MAD,2018-08-03 09:50:00,Air Europa,"180 days, 0:46:38"
LGW,MAD,2018-08-03 10:05:00,Air Europa,"142 days, 10:05:56"
LGW,MAD,2018-08-03 17:20:00,Air Europa,"180 days, 8:16:38"
LGW,MAD,2018-08-04 09:50:00,Air Europa,"180 days, 0:47:10"
LGW,MAD,2018-08-04 10:05:00,Air Europa,"143 days, 21:31:27"
LGW,MAD,2018-08-04 17:20:00,Air Europa,"180 days, 8:17:10"
LGW,MAD,2018-08-05 09:50:00,Air Europa,"179 days, 21:46:44"
LGW,MAD,2018-08-05 10:05:00,Air Europa,"144 days, 20:41:34"
LGW,MAD,2018-08-05 17:20:00,Air Europa,"180 days, 5:16:44"
LGW,MAD,2018-08-06 09:50:00,Air Europa,"180 days, 0:34:47"
LGW,MAD,2018-08-06 10:10:00,Air Europa,"144 days, 18:48:51"
LGW,MAD,2018-08-06 17:20:00,Air Europa,"180 days, 8:04:47"
LGW,MAD,2018-08-07 09:50:00,Air Europa,"179 days, 15:53:08"
LGW,MAD,2018-08-07 10:10:00,Air Europa,"146 days, 10:33:57"
LGW,MAD,2018-08-07 17:20:00,Air Europa,"179 days, 23:23:08"
LGW,MAD,2018-08-08 09:50:00,Air Europa,"179 days, 21:00:35"
LGW,MAD,2018-08-08 10:10:00,Air Europa,"147 days, 13:27:55"
LGW,MAD,2018-08-08 17:20:00,Air Europa,"180 days, 4:30:35"
LGW,MAD,2018-08-09 09:50:00,Air Europa,"180 days, 0:29:28"
LGW,MAD,2018-08-09 10:05:00,Air Europa,"149 days, 0:38:44"
LGW,MAD,2018-08-09 17:20:00,Air Europa,"180 days, 7:59:28"
LGW,MAD,2018-08-10 09:50:00,Air Europa,"179 days, 14:35:36"
LGW,MAD,2018-08-10 10:05:00,Air Europa,"148 days, 17:46:55"
LGW,MAD,2018-08-10 17:20:00,Air Europa,"179 days, 22:05:36"
LGW,MAD,2018-08-11 09:50:00,Air Europa,"179 days, 19:41:21"
LGW,MAD,2018-08-11 10:05:00,Air Europa,"150 days, 13:29:21"
LGW,MAD,2018-08-11 17:20:00,Air Europa,"180 days, 3:11:21"
LGW,MAD,2018-08-12 09:50:00,Air Europa,"179 days, 19:42:03"
LGW,MAD,2018-08-12 10:05:00,Air Europa,"151 days, 21:05:16"
LGW,MAD,2018-08-12 17:20:00,Air Europa,"180 days, 3:12:03"
LGW,MAD,2018-08-13 09:50:00,Air Europa,"180 days, 0:01:57"
LGW,MAD,2018-08-13 10:10:00,Air Europa,"152 days, 12:27:33"
LGW,MAD,2018-08-13 17:20:00,Air Europa,"180 days, 7:31:57"
LGW,MAD,2018-08-14 09:50:00,Air Europa,"179 days, 21:49:41"
LGW,MAD,2018-08-14 10:10:00,Air Europa,"153 days, 21:41:47"
LGW,MAD,2018-08-14 17:20:00,Air Europa,"180 days, 5:19:41"
LGW,MAD,2018-08-15 09:50:00,Air Europa,"179 days, 23:19:18"
LGW,MAD,2018-08-15 10:10:00,Air Europa,"155 days, 1:05:27"
LGW,MAD,2018-08-15 17:20:00,Air Europa,"180 days, 6:49:18"
LGW,MAD,2018-08-16 09:50:00,Air Europa,"179 days, 18:06:29"
LGW,MAD,2018-08-16 10:05:00,Air Europa,"154 days, 14:59:02"
LGW,MAD,2018-08-16 17:20:00,Air Europa,"180 days, 1:36:29"
LGW,MAD,2018-08-17 09:50:00,Air Europa,"179 days, 18:51:49"
LGW,MAD,2018-08-17 10:05:00,Air Europa,"156 days, 20:17:02"
LGW,MAD,2018-08-17 17:20:00,Air Europa,"180 days, 2:21:49"
LGW,MAD,2018-08-18 09:50:00,Air Europa,"179 days, 18:37:31"
LGW,MAD,2018-08-18 10:05:00,Air Europa,"157 days, 10:27:10"
LGW,MAD,2018-08-18 17:20:00,Air Europa,"180 days, 2:07:31"
LGW,MAD,2018-08-19 09:50:00,Air Europa,"179 days, 14:54:55"
LGW,MAD,2018-08-19 10:05:00,Air Europa,"158 days, 23:44:17"
LGW,MAD,2018-08-19 17:20:00,Air Europa,"179 days, 22:24:55"
LGW,MAD,2018-08-20 09:50:00,Air Europa,"179 days, 23:17:41"
LGW,MAD,2018-08-20 10:10:00,Air Europa,"159 days, 23:23:52"
LGW,MAD,2018-08-20 17:20:00,Air Europa,"180 days, 6:47:41"
LGW,MAD,2018-08-21 09:50:00,Air Europa,"179 days, 15:13:31"
LGW,MAD,2018-08-21 10:10:00,Air Europa,"161 days, 0:36:44"
LGW,MAD,2018-08-21 17:20:00,Air Europa,"179 days, 22:43:31"
LGW,MAD,2018-08-22 09:50:00,Air Europa,"179 days, 23:21:43"
LGW,MAD,2018-08-22 10:10:00,Air Europa,"161 days, 23:04:18"
LGW,MAD,2018-08-22 17:20:00,Air Europa,"180 days, 6:51:43"
LGW,MAD,2018-08-23 09:50:00,Air Europa,"179 days, 19:46:48"
LGW,MAD,2018-08-23 10:05:00,Air Europa,"162 days, 12:08:16"
LGW,MAD,2018-08-23 17:20:00,Air Europa,"180 days, 3:16:48"
LGW,MAD,2018-08-24 09:50:00,Air Europa,"179 days, 20:07:17"
LGW,MAD,2018-08-24 10:05:00,Air Europa,"163 days, 12:52:37"
LGW,MAD,2018-08-24 17:20:00,Air Europa,"180 days, 3:37:17"
LGW,MAD,2018-08-25 09:50:00,Air Europa,"179 days, 23:52:33"
LGW,MAD,2018-08-25 10:05:00,Air Europa,"163 days, 20:13:31"
LGW,MAD,2018-08-25 17:20:00,Air Europa,"180 days, 7:22:33"
LGW,MAD,2018-08-26 09:50:00,Air Europa,"179 days, 22:47:53"
LGW,MAD,2018-08-26 10:05:00,Air Europa,"165 days, 10:47:04"
LGW,MAD,2018-08-26 17:20:00,Air Europa,"180 days, 6:17:53"
LGW,MAD,2018-08-27 09:50:00,Air Europa,"179 days, 20:03:04"
LGW,MAD,2018-08-27 10:10:00,Air Europa,"166 days, 23:20:51"
LGW,MAD,2018-08-27 17:20:00,Air Europa,"180 days, 3:33:04"
LGW,MAD,2018-08-28 09:50:00,Air Europa,"180 days, 0:04:45"
LGW,MAD,2018-08-28 10:10:00,Air Europa,"166 days, 17:17:04"
LGW,MAD,2018-08-28 17:20:00,Air Europa,"180 days, 7:34:45"
LGW,MAD,2018-08-29 09:50:00,Air Europa,"179 days, 18:55:13"
LGW,MAD,2018-08-29 10:10:00,Air Europa,"168 days, 11:05:12"
LGW,MAD,2018-08-29 17:20:00,Air Europa,"180 days, 2:25:13"
LGW,MAD,2018-08-30 09:50:00,Air Europa,"179 days, 20:28:12"
LGW,MAD,2018-08-30 10:05:00,Air Europa,"169 days, 19:58:43"
LGW,MAD,2018-08-30 17:20:00,Air Europa,"180 days, 3:58:12"
LGW,MAD,2018-08-31 09:50:00,Air Europa,"179 days, 16:44:22"
LGW,MAD,2018-08-31 10:05:00,Air Europa,"170 days, 11:40:17"
LGW,MAD,2018-08-31 17:20:00,Air Europa,"180 days, 0:14:22"
LGW,MAD,2018-09-01 09:50:00,Air Europa,"179 days, 11:54:39"
LGW,MAD,2018-09-01 10:05:00,Air Europa,"170 days, 15:10:58"
LGW,MAD,2018-09-01 17:20:00,Air Europa,"179 days, 19:24:39"
LGW,MAD,2018-09-02 09:50:00,Air Europa,"179 days, 19:11:02"
LGW,MAD,2018-09-02 10:05:00,Air Europa,"173 days, 0:31:10"
LGW,MAD,2018-09-02 17:20:00,Air Europa,"180 days, 2:41:02"
LGW,MAD,2018-09-03 09:50:00,Air Europa,"179 days, 17:14:01"
LGW,MAD,2018-09-03 10:10:00,Air Europa,"173 days, 11:11:12"
LGW,MAD,2018-09-03 17:20:00,Air Europa,"180 days, 0:44:01"
LGW,MAD,2018-09-04 09:50:00,Air Europa,"179 days, 16:26:31"
LGW,MAD,2018-09-04 10:10:00,Air Europa,"173 days, 19:47:06"
LGW,MAD,2018-09-04 17:20:00,Air Europa,"179 days, 23:56:31"
LGW,MAD,2018-09-05 09:50:00,Air Europa,"179 days, 21:00:40"
LGW,MAD,2018-09-05 10:10:00,Air Europa,"174 days, 19:16:12"
LGW,MAD,2018-09-05 17:20:00,Air Europa,"180 days, 4:30:40"
LGW,MAD,2018-09-06 09:50:00,Air Europa,"180 days, 0:02:48"
LGW,MAD,2018-09-06 10:05:00,Air Europa,"176 days, 13:07:11"
LGW,MAD,2018-09-06 17:20:00,Air Europa,"180 days, 7:32:48"
LGW,MAD,2018-09-07 09:50:00,Air Europa,"179 days, 19:20:42"
LGW,MAD,2018-09-07 10:05:00,Air Europa,"177 days, 11:58:25"
LGW,MAD,2018-09-07 17:20:00,Air Europa,"180 days, 2:50:42"
LGW,MAD,2018-09-08 09:50:00,Air Europa,"179 days, 20:53:12"
LGW,MAD,2018-09-08 10:05:00,Air Europa,"177 days, 20:46:12"
LGW,MAD,2018-09-08 17:20:00,Air Europa,"180 days, 4:23:12"
LGW,MAD,2018-09-09 10:05:00,Air Europa,"179 days, 22:22:36"
LGW,MAD,2018-09-09 17:20:00,Air Europa,"180 days, 5:37:36"
LGW,MAD,2018-09-10 10:10:00,Air Europa,"179 days, 15:17:09"
LGW,MAD,2018-09-10 17:20:00,Air Europa,"179 days, 22:27:09"
LGW,MAD,2018-09-11 10:10:00,Air Europa,"179 days, 16:16:21"
LGW,MAD,2018-09-11 17:20:00,Air Europa,"179 days, 23:26:21"
LGW,MAD,2018-09-12 10:10:00,Air Europa,"179 days, 17:14:05"
LGW,MAD,2018-09-12 17:20:00,Air Europa,"180 days, 0:24:05"
LGW,MAD,2018-09-13 10:05:00,Air Europa,"179 days, 18:58:08"
LGW,MAD,2018-09-13 17:20:00,Air Europa,"180 days, 2:13:08"
LGW,MAD,2018-09-14 10:05:00,Air Europa,"177 days, 17:15:48"
LGW,MAD,2018-09-14 17:20:00,Air Europa,"178 days, 0:30:48"
LGW,MAD,2018-09-15 10:05:00,Air Europa,"178 days, 20:14:32"
LGW,MAD,2018-09-15 17:20:00,Air Europa,"179 days, 3:29:32"
LGW,MAD,2018-09-16 10:05:00,Air Europa,"179 days, 21:21:20"
LGW,MAD,2018-09-16 17:20:00,Air Europa,"180 days, 4:36:20"
LGW,MAD,2018-09-17 10:10:00,Air Europa,"179 days, 19:38:20"
LGW,MAD,2018-09-17 17:20:00,Air Europa,"180 days, 2:48:20"
LGW,MAD,2018-09-18 10:10:00,Air Europa,"179 days, 15:13:20"
LGW,MAD,2018-09-18 17:20:00,Air Europa,"179 days, 22:23:20"
LGW,MAD,2018-09-19 10:10:00,Air Europa,"179 days, 17:47:03"
LGW,MAD,2018-09-19 17:20:00,Air Europa,"180 days, 0:57:03"
LGW,MAD,2018-09-20 10:05:00,Air Europa,"179 days, 16:12:48"
LGW,MAD,2018-09-20 17:20:00,Air Europa,"179 days, 23:27:48"
LGW,MAD,2018-09-21 10:05:00,Air Europa,"179 days, 15:01:33"
LGW,MAD,2018-09-21 17:20:00,Air Europa,"179 days, 22:16:33"
LGW,MAD,2018-09-22 10:05:00,Air Europa,"179 days, 23:33:50"
LGW,MAD,2018-09-22 17:20:00,Air Europa,"180 days, 6:48:50"
LGW,MAD,2018-09-23 10:05:00,Air Europa,"179 days, 15:15:32"
LGW,MAD,2018-09-23 17:20:00,Air Europa,"179 days, 22:30:32"
LGW,MAD,2018-09-24 10:10:00,Air Europa,"179 days, 23:54:50"
LGW,MAD,2018-09-24 17:20:00,Air Europa,"180 days, 7:04:50"
LGW,MAD,2018-09-25 10:10:00,Air Europa,"179 days, 20:12:03"
LGW,MAD,2018-09-25 17:20:00,Air Europa,"180 days, 3:22:03"
LGW,MAD,2018-09-26 10:10:00,Air Europa,"179 days, 18:44:44"
LGW,MAD,2018-09-26 17:20:00,Air Europa,"180 days, 1:54:44"
LGW,MAD,2018-09-27 10:05:00,Air Europa,"179 days, 21:03:27"
LGW,MAD,2018-09-27 17:20:00,Air Europa,"180 days, 4:18:27"
LGW,MAD,2018-09-28 10:05:00,Air Europa,"179 days, 21:30:26"
LGW,MAD,2018-09-28 17:20:00,Air Europa,"180 days, 4:45:26"
LGW,MAD,2018-09-29 10:05:00,Air Europa,"179 days, 11:43:31"
LGW,MAD,2018-09-29 17:20:00,Air Europa,"179 days, 18:58:31"
LGW,MAD,2018-09-30 10:05:00,Air Europa,"179 days, 16:34:00"
LGW,MAD,2018-09-30 17:20:00,Air Europa,"179 days, 23:49:00"
LGW,MAD,2018-10-01 10:10:00,Air Europa,"179 days, 14:30:15"
LGW,MAD,2018-10-01 17:20:00,Air Europa,"179 days, 21:40:15"
LGW,MAD,2018-10-02 10:10:00,Air Europa,"179 days, 14:20:47"
LGW,MAD,2018-10-02 17:20:00,Air Europa,"179 days, 21:30:47"
LGW,MAD,2018-10-03 10:10:00,Air Europa,"179 days, 19:44:18"
LGW,MAD,2018-10-03 17:20:00,Air Europa,"180 days, 2:54:18"
LGW,MAD,2018-10-04 10:05:00,Air Europa,"179 days, 17:22:34"
LGW,MAD,2018-10-04 17:20:00,Air Europa,"180 days, 0:37:34"
LGW,MAD,2018-10-05 10:05:00,Air Europa,"179 days, 22:10:48"
LGW,MAD,2018-10-05 17:20:00,Air Europa,"180 days, 5:25:48"
LGW,MAD,2018-10-06 10:05:00,Air Europa,"180 days, 0:13:37"
LGW,MAD,2018-10-06 17:20:00,Air Europa,"180 days, 7:28:37"
LGW,MAD,2018-10-07 10:05:00,Air Europa,"179 days, 21:28:18"
LGW,MAD,2018-10-07 17:20:00,Air Europa,"180 days, 4:43:18"
LGW,MAD,2018-10-08 10:10:00,Air Europa,"179 days, 18:23:46"
LGW,MAD,2018-10-08 17:20:00,Air Europa,"180 days, 1:33:46"
LGW,MAD,2018-10-09 10:10:00,Air Europa,"179 days, 15:01:50"
LGW,MAD,2018-10-09 17:20:00,Air Europa,"179 days, 22:11:50"
LGW,MAD,2018-10-10 10:10:00,Air Europa,"179 days, 19:28:56"
LGW,MAD,2018-10-10 17:20:00,Air Europa,"180 days, 2:38:56"
LGW,MAD,2018-10-11 10:05:00,Air Europa,"179 days, 20:55:16"
LGW,MAD,2018-10-11 17:20:00,Air Europa,"180 days, 4:10:16"
LGW,MAD,2018-10-12 10:05:00,Air Europa,"179 days, 19:00:17"
LGW,MAD,2018-10-12 17:20:00,Air Europa,"180 days, 2:15:17"
LGW,MAD,2018-10-13 10:05:00,Air Europa,"179 days, 13:36:59"
LGW,MAD,2018-10-13 17:20:00,Air Europa,"179 days, 20:51:59"
LGW,MAD,2018-10-14 10:05:00,Air Europa,"179 days, 15:11:18"
LGW,MAD,2018-10-14 17:20:00,Air Europa,"179 days, 22:26:18"
LGW,MAD,2018-10-15 10:10:00,Air Europa,"179 days, 23:15:04"
LGW,MAD,2018-10-15 17:20:00,Air Europa,"180 days, 6:25:04"
LGW,MAD,2018-10-16 10:10:00,Air Europa,"179 days, 14:57:23"
LGW,MAD,2018-10-16 17:20:00,Air Europa,"179 days, 22:07:23"
LGW,MAD,2018-10-17 10:10:00,Air Europa,"179 days, 22:39:06"
LGW,MAD,2018-10-17 17:20:00,Air Europa,"180 days, 5:49:06"
LGW,MAD,2018-10-18 10:05:00,Air Europa,"179 days, 21:03:11"
LGW,MAD,2018-10-18 17:20:00,Air Europa,"180 days, 4:18:11"
LGW,MAD,2018-10-19 10:05:00,Air Europa,"179 days, 23:38:30"
LGW,MAD,2018-10-19 17:20:00,Air Europa,"180 days, 6:53:30"
LGW,MAD,2018-10-20 10:05:00,Air Europa,"179 days, 15:52:31"
LGW,MAD,2018-10-20 17:20:00,Air Europa,"179 days, 23:07:31"
LGW,MAD,2018-10-21 10:05:00,Air Europa,"176 days, 19:08:37"
LGW,MAD,2018-10-21 17:20:00,Air Europa,"177 days, 2:23:37"
LGW,MAD,2018-10-22 10:10:00,Air Europa,"177 days, 15:50:21"
LGW,MAD,2018-10-22 17:20:00,Air Europa,"177 days, 23:00:21"
LGW,MAD,2018-10-23 10:10:00,Air Europa,"178 days, 15:05:54"
LGW,MAD,2018-10-23 17:20:00,Air Europa,"178 days, 22:15:54"
LGW,MAD,2018-10-24 10:10:00,Air Europa,"179 days, 19:01:13"
LGW,MAD,2018-10-24 17:20:00,Air Europa,"180 days, 2:11:13"
LGW,MAD,2018-10-25 10:05:00,Air Europa,"179 days, 20:59:36"
LGW,MAD,2018-10-25 17:20:00,Air Europa,"180 days, 4:14:36"
LGW,MAD,2018-10-26 10:05:00,Air Europa,"179 days, 19:33:52"
LGW,MAD,2018-10-26 17:20:00,Air Europa,"180 days, 2:48:52"
LGW,MAD,2018-10-27 10:05:00,Air Europa,"179 days, 15:24:54"
LGW,MAD,2018-10-27 17:20:00,Air Europa,"179 days, 22:39:54"
LGW,MAD,2018-10-28 10:10:00,Air Europa,"179 days, 16:18:37"
LGW,MAD,2018-10-28 17:20:00,Air Europa,"179 days, 23:28:37"
LGW,MAD,2018-10-29 10:10:00,Air Europa,"179 days, 15:53:34"
LGW,MAD,2018-10-29 17:20:00,Air Europa,"179 days, 23:03:34"
LGW,MAD,2018-10-30 10:10:00,Air Europa,"179 days, 23:44:56"
LGW,MAD,2018-10-30 17:20:00,Air Europa,"180 days, 6:54:56"
LGW,MAD,2018-10-31 10:10:00,Air Europa,"179 days, 16:05:06"
LGW,MAD,2018-10-31 17:20:00,Air Europa,"179 days, 23:15:06"
LGW,MAD,2018-11-01 10:10:00,Air Europa,"179 days, 22:05:38"
LGW,MAD,2018-11-01 17:20:00,Air Europa,"180 days, 5:15:38"
LGW,MAD,2018-11-02 10:10:00,Air Europa,"179 days, 15:39:25"
LGW,MAD,2018-11-02 17:20:00,Air Europa,"179 days, 22:49:25"
LGW,MAD,2018-11-03 10:10:00,Air Europa,"179 days, 17:16:04"
LGW,MAD,2018-11-03 17:20:00,Air Europa,"180 days, 0:26:04"
LGW,MAD,2018-11-04 10:10:00,Air Europa,"179 days, 23:29:48"
LGW,MAD,2018-11-04 17:20:00,Air Europa,"180 days, 6:39:48"
LGW,MAD,2018-11-05 10:10:00,Air Europa,"179 days, 16:49:21"
LGW,MAD,2018-11-05 17:20:00,Air Europa,"179 days, 23:59:21"
LGW,MAD,2018-11-06 10:10:00,Air Europa,"173 days, 15:36:11"
LGW,MAD,2018-11-06 17:20:00,Air Europa,"173 days, 22:46:11"
LGW,MAD,2018-11-07 10:10:00,Air Europa,"174 days, 18:45:20"
LGW,MAD,2018-11-07 17:20:00,Air Europa,"175 days, 1:55:20"
LGW,MAD,2018-11-08 10:10:00,Air Europa,"176 days, 17:33:23"
LGW,MAD,2018-11-08 17:20:00,Air Europa,"177 days, 0:43:23"
LGW,MAD,2018-11-09 10:10:00,Air Europa,"176 days, 17:55:52"
LGW,MAD,2018-11-09 17:20:00,Air Europa,"177 days, 1:05:52"
LGW,MAD,2018-11-10 10:10:00,Air Europa,"177 days, 18:24:23"
LGW,MAD,2018-11-10 17:20:00,Air Europa,"178 days, 1:34:23"
LGW,MAD,2018-11-11 10:10:00,Air Europa,"178 days, 19:38:21"
LGW,MAD,2018-11-11 17:20:00,Air Europa,"179 days, 2:48:21"
LGW,MAD,2018-11-12 10:10:00,Air Europa,"180 days, 0:44:48"
LGW,MAD,2018-11-12 17:20:00,Air Europa,"180 days, 7:54:48"
LGW,MAD,2018-11-13 10:10:00,Air Europa,"179 days, 17:06:23"
LGW,MAD,2018-11-13 17:20:00,Air Europa,"180 days, 0:16:23"
LGW,MAD,2018-01-15 10:50:00,British Airways,13:42:11
LGW,MAD,2018-01-15 20:20:00,British Airways,23:12:11
LGW,MAD,2018-01-16 10:50:00,British Airways,"1 day, 13:41:45"
LGW,MAD,2018-01-16 20:25:00,British Airways,"1 day, 23:16:45"
LGW,MAD,2018-01-17 10:50:00,British Airways,"2 days, 13:41:18"
LGW,MAD,2018-01-17 20:25:00,British Airways,"2 days, 23:16:18"
LGW,MAD,2018-01-18 10:50:00,British Airways,"3 days, 13:40:51"
LGW,MAD,2018-01-18 20:25:00,British Airways,"3 days, 23:15:51"
LGW,MAD,2018-01-19 10:50:00,British Airways,"4 days, 13:40:19"
LGW,MAD,2018-01-19 20:20:00,British Airways,"4 days, 23:10:19"
LGW,MAD,2018-01-20 10:50:00,British Airways,"5 days, 13:39:51"
LGW,MAD,2018-01-20 20:20:00,British Airways,"5 days, 23:09:51"
LGW,MAD,2018-01-21 10:50:00,British Airways,"6 days, 13:39:21"
LGW,MAD,2018-01-21 20:15:00,British Airways,"6 days, 23:04:21"
LGW,MAD,2018-01-22 10:50:00,British Airways,"7 days, 13:38:58"
LGW,MAD,2018-01-22 20:20:00,British Airways,"7 days, 23:08:58"
LGW,MAD,2018-01-23 10:50:00,British Airways,"8 days, 13:38:29"
LGW,MAD,2018-01-23 20:25:00,British Airways,"8 days, 23:13:29"
LGW,MAD,2018-01-24 10:50:00,British Airways,"9 days, 13:38:03"
LGW,MAD,2018-01-25 10:50:00,British Airways,"10 days, 13:37:37"
LGW,MAD,2018-01-25 20:25:00,British Airways,"10 days, 23:12:37"
LGW,MAD,2018-01-26 10:50:00,British Airways,"11 days, 13:37:07"
LGW,MAD,2018-01-26 20:20:00,British Airways,"11 days, 23:07:07"
LGW,MAD,2018-01-27 10:50:00,British Airways,"12 days, 13:36:38"
LGW,MAD,2018-01-27 20:20:00,British Airways,"12 days, 23:06:38"
LGW,MAD,2018-01-28 10:50:00,British Airways,"13 days, 13:36:06"
LGW,MAD,2018-01-28 20:20:00,British Airways,"13 days, 23:06:06"
LGW,MAD,2018-01-29 10:50:00,British Airways,"14 days, 13:35:37"
LGW,MAD,2018-01-29 20:20:00,British Airways,"14 days, 23:05:37"
LGW,MAD,2018-01-30 10:50:00,British Airways,"14 days, 15:30:53"
LGW,MAD,2018-01-30 20:25:00,British Airways,"15 days, 1:05:53"
LGW,MAD,2018-01-31 10:50:00,British Airways,"15 days, 23:09:03"
LGW,MAD,2018-01-31 20:25:00,British Airways,"16 days, 8:44:03"
LGW,MAD,2018-02-01 10:50:00,British Airways,"16 days, 19:16:21"
LGW,MAD,2018-02-01 20:25:00,British Airways,"17 days, 4:51:21"
LGW,MAD,2018-02-02 10:50:00,British Airways,"18 days, 1:15:46"
LGW,MAD,2018-02-02 20:20:00,British Airways,"18 days, 10:45:46"
LGW,MAD,2018-02-02 20:40:00,British Airways,"9 days, 8:02:13"
